time_s,LB,UB,nodes
1.988584041595459,2.0,1e+100,0
68.0344500541687,14.0,1e+100,0
114.97133302688599,15.0,1e+100,0
182.58292293548584,15.0,20.0,0
224.59163284301758,15.0,20.0,0
298.0211808681488,15.0,20.0,0
313.3712980747223,15.0,20.0,0
347.8164598941803,15.0,20.0,0
382.35899806022644,15.0,20.0,0
431.26764392852783,15.0,20.0,0
444.16562390327454,15.0,20.0,0
455.5202639102936,15.0,20.0,0
502.4821639060974,15.0,20.0,0
526.2315809726715,15.0,20.0,0
540.435231924057,15.0,20.0,0
559.8805849552155,15.0,20.0,0
583.9199368953705,15.0,20.0,0
610.1378829479218,15.0,20.0,0
631.6563940048218,15.0,20.0,0
750.3810460567474,15.0,20.0,0
765.0543520450592,15.0,20.0,0
777.690290927887,15.0,20.0,0
970.5802779197693,15.0,20.0,1
1108.628879070282,15.0,20.0,3
1316.5016720294952,15.0,20.0,6
1884.072902917862,15.0,20.0,13
2239.9029018878937,15.0,20.0,22
2668.6923780441284,15.0,20.0,29
3062.714124917984,15.0,20.0,41
3528.877235889435,15.0,20.0,55
3600.0596249103546,15.0,20.0,72
3602.512843664008,15.0,20.0,76
