time_s,LB,UB,nodes
0.03659391403198242,2.0,293.0,0
0.07109189033508301,4.0,293.0,0
0.3731698989868164,4.0,17.0,0
0.4358839988708496,8.0,17.0,0
0.5438928604125977,9.0,17.0,0
1.2933919429779053,11.0,17.0,0
1.4956600666046143,12.0,17.0,0
1.8867568969726562,13.0,17.0,0
2.156553030014038,14.0,17.0,0
12.39353895187378,14.000000000000002,17.0,2367
22.20111393928528,15.0,17.0,2515
32.34514498710632,15.0,17.0,4460
42.731147050857544,15.0,17.0,7645
45.103100061416626,15.000000000007649,17.0,8568
45.10478401184082,16.0,17.0,8617
55.41215896606445,16.0,17.0,12880
66.37773203849792,16.0,17.0,17050
76.52522301673889,16.0,17.0,21305
87.36016607284546,16.0,17.0,25701
99.92146396636963,16.0,17.0,31935
112.31656289100647,16.0,17.0,35740
115.49499201774597,17.0,17.0,37179
115.55797431500105,17.0,17.0,37181
