time_s,LB,UB,nodes
0.02467799186706543,0.0,297.0,0
0.043492794036865234,2.0,297.0,0
0.12816882133483887,3.0,32.0,0
0.1721057891845703,12.0,32.0,0
0.2300419807434082,12.0,30.0,0
0.25369787216186523,13.0,30.0,0
0.4790518283843994,18.0,29.0,0
1.020641803741455,21.0,29.0,0
1.1153779029846191,21.0,28.0,0
1.1534299850463867,22.0,28.0,0
2.36853289604187,24.0,28.0,0
3.07975697517395,25.0,28.0,0
7.099745988845825,26.0,28.0,1388
17.143638849258423,26.0,28.0,2682
27.46139883995056,26.0,28.0,7198
37.92697787284851,26.0,28.0,10516
42.98193979263306,27.0,28.0,13955
53.58545780181885,27.0,28.0,22553
63.69272184371948,27.0,28.0,30492
67.80873084068298,28.0,28.0,36637
67.84646600199994,28.0,28.0,36656
