time_s,LB,UB,nodes
0.053793907165527344,0.0,486.0,0
0.054615020751953125,0.0,484.0,0
0.17941498756408691,4.000000000000001,484.0,0
0.6907498836517334,5.0,17.0,0
1.4281179904937744,7.0,17.0,0
2.1039798259735107,9.0,17.0,0
3.470270872116089,10.0,17.0,0
4.035300970077515,11.0,17.0,0
14.227488994598389,11.0,17.0,612
24.445114850997925,11.0,17.0,2586
34.68415689468384,11.000000000000002,17.0,2984
44.942232847213745,11.000000000000002,17.0,3006
46.35771584510803,12.0,17.0,3008
56.787691831588745,12.0,17.0,3136
67.31490683555603,12.0,17.0,3865
78.02419686317444,12.0,17.0,5049
89.35728287696838,12.0,17.0,6316
99.37846183776855,12.0,17.0,7410
110.81816792488098,12.0,17.0,9159
122.02470993995667,12.0,17.0,10596
122.02680993080139,13.0,17.0,10807
132.49139285087585,13.0,17.0,12033
142.76333498954773,13.0,17.0,13193
153.28549194335938,13.0,17.0,14678
164.8223648071289,13.0,17.0,16264
177.57319283485413,13.0,17.0,18094
189.7300579547882,13.0,17.0,20135
203.88150787353516,13.0,17.0,22300
214.23473596572876,13.0,17.0,23717
225.8323838710785,13.0,17.0,25563
237.99817490577698,13.0,17.0,27204
251.46512484550476,13.0,17.0,28892
251.4702389240265,14.0,17.0,30054
265.8704149723053,14.0,17.0,31383
281.02386498451233,14.0,17.0,33555
297.0985589027405,14.0,17.0,35537
341.8040130138397,14.0,17.0,36567
352.9996168613434,14.0,17.0,36585
363.07324385643005,14.0,17.0,36600
373.7470598220825,14.0,17.0,36609
384.1607758998871,14.0,17.0,36621
394.90667700767517,14.0,17.0,36637
405.6839249134064,14.0,17.0,36648
415.8384108543396,14.0,17.0,36660
426.0700559616089,14.0,17.0,36673
436.0856158733368,14.0,17.0,36688
446.2435209751129,14.0,17.0,36701
457.0027279853821,14.0,17.0,36716
468.1166958808899,14.0,17.0,36735
478.84070682525635,14.0,17.0,36745
507.7947609424591,14.0,17.0,36756
518.1550898551941,14.0,17.0,36770
528.395308971405,14.0,17.0,36783
538.9330790042877,14.0,17.0,36797
548.995353937149,14.0,17.0,36810
559.3660259246826,14.0,17.0,36823
571.5680088996887,14.0,17.0,36833
582.3853108882904,14.0,17.0,36898
593.2995569705963,14.0,17.0,37086
603.4800269603729,14.0,17.0,37350
614.906564950943,14.0,17.0,37592
626.7718348503113,14.0,17.0,37956
637.8761479854584,14.0,17.0,38373
645.2320189476013,15.0,17.0,38803
656.9417779445648,15.0,17.0,39337
669.3513038158417,15.0,17.0,40458
680.5327179431915,15.0,17.0,41458
692.4901268482208,15.0,17.0,42442
705.0112099647522,15.0,17.0,43486
715.0513968467712,15.0,17.0,44244
725.3781180381775,15.0,17.0,45067
736.2402248382568,15.0,17.0,46470
748.7132189273834,15.0,17.0,47649
762.6968069076538,15.0,17.0,49054
777.0460360050201,15.0,17.0,50266
792.3829889297485,15.0,17.0,51817
808.3797388076782,15.0,17.0,53405
824.7320358753204,15.0,17.0,55443
840.6426708698273,15.0,17.0,56853
858.4382798671722,15.0,17.0,58498
877.8336248397827,15.0,17.0,60189
888.7447009086609,15.0,17.0,60991
900.5079538822174,15.0,17.0,61935
911.7739329338074,15.0,17.0,62945
911.7776808738708,16.0,17.0,63812
924.302179813385,16.0,17.0,63940
936.3823390007019,16.0,17.0,65083
949.5030508041382,16.0,17.0,66191
963.2870688438416,16.0,17.0,67440
977.266049861908,16.0,17.0,68747
990.8981058597565,16.0,17.0,69890
1004.6974499225616,16.0,17.0,71318
1019.6681590080261,16.0,17.0,72512
1033.5386538505554,16.0,17.0,73890
1047.8357219696045,16.0,17.0,75010
1066.7622368335724,16.0,17.0,76188
1082.114956855774,16.0,17.0,76869
1098.4383640289307,16.0,17.0,78042
1115.2123849391937,16.0,17.0,78991
1132.6235489845276,16.0,17.0,80010
1149.9807620048523,16.0,17.0,81249
1166.9141819477081,16.0,17.0,82835
1184.3446729183197,16.0,17.0,84048
1199.3871729373932,16.0,17.0,85393
1200.1674465310061,16.0,17.0,85644
