time_s,LB,UB,nodes
0.011170148849487305,33.0,1e+100,0
0.020603179931640625,40.0,1e+100,0
0.04825711250305176,41.0,88.0,0
0.06948494911193848,52.0,85.0,0
0.07552814483642578,53.0,85.0,0
0.12756609916687012,60.0,84.0,0
0.13912296295166016,61.0,84.0,0
0.14540910720825195,62.0,84.0,0
0.19578099250793457,67.0,84.0,0
0.20792818069458008,67.0,83.0,0
0.2691681385040283,68.0,83.0,0
0.28919100761413574,68.0,82.0,0
0.30709099769592285,68.0,80.0,0
0.35980916023254395,69.0,80.0,0
0.3958170413970947,70.0,80.0,0
0.4435451030731201,71.0,80.0,0
0.5897669792175293,72.0,80.0,0
1.517327070236206,73.0,80.0,1260
3.7055280208587646,74.0,80.0,2214
9.217343091964722,75.0,80.0,5617
18.09446907043457,76.0,80.0,16048
28.626068115234375,76.0,80.0,30760
38.725497007369995,76.0,80.0,35761
48.761744022369385,76.0,80.0,35843
58.83335494995117,76.0,80.0,35923
68.92230010032654,76.0,80.0,39329
71.66712617874146,77.0,80.0,41968
82.24038696289062,77.0,80.0,53508
92.98890805244446,77.0,80.0,65500
97.74605703353882,78.0,80.0,70803
107.75244498252869,78.0,80.0,81129
117.93306398391724,78.0,80.0,92034
129.4185299873352,78.0,80.0,95557
140.67769408226013,78.0,80.0,106238
151.128347158432,78.0,80.0,117148
158.285010099411,79.0,80.0,125780
168.9332139492035,79.0,80.0,136354
178.97641801834106,79.0,80.0,148154
183.48380708694458,80.0,80.0,157912
183.5235947049987,80.0,80.0,157914
