time_s,LB,UB,nodes
0.20871615409851074,2.0,1e+100,0
2.44724702835083,25.0,1e+100,0
4.745847225189209,26.0,46.0,0
6.719944000244141,27.0,46.0,0
7.147343158721924,27.0,45.0,0
11.978468179702759,28.0,45.0,0
15.928377151489258,29.0,45.0,0
16.869185209274292,29.0,42.0,0
27.015677213668823,29.0,42.0,0
29.2643620967865,30.0,42.0,0
43.78216218948364,30.0,42.0,0
53.840869188308716,30.0,42.0,0
65.92669010162354,30.0,42.0,0
72.99878120422363,31.0,42.0,0
89.78096222877502,31.0,42.0,0
101.41340112686157,31.0,42.0,3
116.37547707557678,31.0,42.0,15
127.39168119430542,31.0,42.0,27
138.19578504562378,31.0,42.0,49
154.69156908988953,31.0,42.0,66
175.86593508720398,31.0,42.0,82
186.06712222099304,31.0,42.0,99
204.27234506607056,31.0,42.0,111
221.36701703071594,31.0,42.0,126
240.83206009864807,31.0,42.0,146
254.08666706085205,31.0,42.0,166
271.03759503364563,31.0,42.0,178
298.34763407707214,31.0,42.0,193
318.4732401371002,31.0,42.0,208
331.41448616981506,31.0,42.0,230
343.51887607574463,31.0,42.0,247
354.90344405174255,31.0,42.0,267
365.4810321331024,31.0,42.0,289
376.37370204925537,31.0,42.0,305
389.3034861087799,31.0,42.0,336
403.10782623291016,31.0,42.0,357
414.9402370452881,31.0,42.0,391
430.8588390350342,31.0,42.0,431
445.55250000953674,31.0,42.0,470
445.55285906791687,32.0,42.0,479
458.1664161682129,32.0,42.0,498
475.3903160095215,32.0,42.0,545
488.2749240398407,32.0,42.0,606
507.2871060371399,32.0,42.0,670
525.9647631645203,32.0,42.0,704
543.6833851337433,32.0,42.0,727
543.6845500469208,32.0,41.0,750
560.0004332065582,32.0,41.0,756
581.1919541358948,32.0,41.0,805
601.6081240177155,32.0,41.0,880
617.6195151805878,32.0,41.0,941
640.1821501255035,32.0,41.0,1024
659.905599117279,32.0,41.0,1094
684.8912961483002,32.0,41.0,1155
700.2580881118774,32.0,41.0,1224
717.3829312324524,32.0,41.0,1237
734.9713940620422,32.0,41.0,1258
754.5506491661072,32.0,41.0,1326
772.7439091205597,32.0,41.0,1388
793.6054320335388,32.0,41.0,1421
813.0075130462646,32.0,41.0,1474
835.002583026886,32.0,41.0,1522
856.8278501033783,32.0,41.0,1565
885.0512080192566,32.0,41.0,1632
913.5079071521759,32.0,41.0,1691
952.3040091991425,32.0,41.0,1815
985.1967861652374,32.0,41.0,2010
1019.5719411373138,32.0,41.0,2106
1053.40767121315,32.0,41.0,2253
1053.4102101325989,33.0,41.0,2308
1092.6188230514526,33.0,41.0,2392
1134.6374940872192,33.0,41.0,2540
1173.5901582241058,33.0,41.0,2702
1200.0026330947876,33.0,41.0,2882
1200.3207648020034,33.0,41.0,3035
