time_s,LB,UB,nodes
0.34581804275512695,7.0,1e+100,0
4.5020740032196045,30.0,1e+100,0
10.664284944534302,30.0,46.0,0
14.234066009521484,32.0,46.0,0
26.059109926223755,34.0,46.0,0
33.181138038635254,37.0,46.0,0
44.13797688484192,37.0,46.0,0
55.02174401283264,37.0,46.0,0
66.39641785621643,37.0,46.0,0
76.71851301193237,37.0,46.0,0
93.39661002159119,37.0,46.0,0
105.20132493972778,37.0,46.0,7
121.37391805648804,37.0,46.0,15
132.08835005760193,37.0,46.0,27
132.09156203269958,37.0,45.0,30
146.85354089736938,37.0,45.0,40
157.83583784103394,37.0,45.0,66
177.07065105438232,37.0,45.0,94
189.7841238975525,37.0,45.0,106
202.43077397346497,37.0,45.0,125
216.6197509765625,37.0,45.0,140
227.2543590068817,37.0,45.0,152
238.99794793128967,37.0,45.0,168
256.89890599250793,37.0,45.0,200
278.78463792800903,37.0,45.0,240
290.09942388534546,37.0,45.0,256
300.93100690841675,37.0,45.0,277
316.4914000034332,37.0,45.0,321
331.2640550136566,37.0,45.0,361
347.25237584114075,37.0,45.0,420
367.09494805336,37.0,45.0,471
377.33679604530334,37.0,45.0,491
388.63598704338074,37.0,45.0,520
399.9857280254364,37.0,45.0,554
418.9950499534607,37.0,45.0,624
432.87112283706665,37.0,45.0,662
448.08297395706177,37.0,45.0,704
461.8982620239258,37.0,45.0,747
479.8912808895111,37.0,45.0,801
498.6262860298157,37.0,45.0,850
516.5706658363342,37.0,45.0,909
533.8984169960022,37.0,45.0,991
555.1647169589996,37.0,45.0,1084
579.7975149154663,37.0,45.0,1176
599.0589740276337,37.0,45.0,1260
619.6582210063934,37.0,45.0,1327
650.0688889026642,37.0,45.0,1411
650.0692420005798,38.0,45.0,1419
675.789363861084,38.0,45.0,1501
697.5757808685303,38.0,45.0,1587
729.7026388645172,38.0,45.0,1663
759.5851349830627,38.0,45.0,1774
789.3020219802856,38.0,45.0,1899
818.8326690196991,38.0,45.0,2017
831.1365580558777,38.0,45.0,2113
855.1049430370331,38.0,45.0,2114
866.3980000019073,38.0,45.0,2115
878.6076629161835,38.0,45.0,2118
889.2762720584869,38.0,45.0,2121
899.4987778663635,38.0,45.0,2124
914.2926239967346,38.0,45.0,2128
924.4633419513702,38.0,45.0,2130
935.3655278682709,38.0,45.0,2133
945.9690070152283,38.0,45.0,2136
959.7084259986877,38.0,45.0,2138
977.9991328716278,38.0,45.0,2141
992.7683579921722,38.0,45.0,2143
1013.9254920482635,38.0,45.0,2144
1023.9694018363953,38.0,45.0,2146
1038.4372689723969,38.0,45.0,2148
1054.7967100143433,38.0,45.0,2151
1064.9133338928223,38.0,45.0,2153
1081.6522469520569,38.0,45.0,2158
1092.870110988617,38.0,45.0,2162
1103.4883470535278,38.0,45.0,2166
1117.195988893509,38.0,45.0,2169
1129.6523909568787,38.0,45.0,2172
1141.9772169589996,38.0,45.0,2177
1153.2773258686066,38.0,45.0,2180
1162.4149730205536,38.0000002065014,45.0,2182
1163.4173560142517,39.0,45.0,2183
1173.7049770355225,39.0,45.0,2187
1184.3773510456085,39.0,45.0,2192
1200.0006818771362,39.0,45.0,2193
1200.4814943070014,39.0,45.0,2193
