time_s,LB,UB,nodes
0.03252291679382324,0.0,297.0,0
0.06886506080627441,2.0,297.0,0
0.25408196449279785,2.0,31.0,0
0.3595578670501709,17.0,31.0,0
0.5853500366210938,17.0,30.0,0
0.708345890045166,17.0,29.0,0
1.2658538818359375,18.0,29.0,0
1.4256870746612549,19.0,29.0,0
1.9690430164337158,23.0,29.0,0
3.1470420360565186,24.0,29.0,0
4.02019190788269,25.0,29.0,0
5.38954496383667,25.0,28.0,0
15.619109869003296,25.0,28.0,1075
25.897698879241943,25.0,28.0,2271
36.11217999458313,25.0,28.0,2286
46.17589998245239,25.0,28.0,2306
56.88652300834656,25.0,28.0,2331
61.788147926330566,26.0,28.0,2340
71.85387301445007,26.0,28.0,2356
81.92913889884949,26.0,28.0,2381
92.12086391448975,26.0,28.0,2393
105.66079688072205,26.0,28.0,2403
115.8055350780487,26.0,28.0,2816
126.20344305038452,26.0,28.0,4242
136.97373294830322,26.0,28.0,6307
148.21864104270935,26.0,28.0,8205
158.71213006973267,26.0,28.0,10378
162.90118598937988,27.0,28.0,11454
173.81065797805786,27.0,28.0,13378
185.22001099586487,27.0,28.0,16501
196.4445629119873,27.0,28.0,19093
209.21210289001465,27.0,28.0,22026
220.16859102249146,27.0,28.0,24706
231.81979703903198,27.0,28.0,27946
245.39166498184204,27.0,28.0,31431
258.907616853714,27.0,28.0,34850
271.38502287864685,27.0,28.0,38834
282.81943106651306,27.0,28.0,42989
283.88273787498474,28.0,28.0,44569
283.96409530201345,28.0,28.0,44573
