time_s,LB,UB,nodes
0.17559313774108887,0.0,156.0,0
0.5107240676879883,2.0,156.0,0
3.742799997329712,2.0,10.0,0
7.575167179107666,4.0,10.0,0
14.332664966583252,5.0,10.0,0
19.74520516395569,5.0,9.0,0
30.194770097732544,5.0,9.0,0
41.32195496559143,5.0,9.0,0
53.09902811050415,5.0,9.0,0
63.982511043548584,5.0,9.0,0
74.56708312034607,5.0,9.0,0
85.92412900924683,5.0,9.0,0
91.97154998779297,6.0,9.0,0
114.90603303909302,6.0,9.0,0
128.94907307624817,6.0,9.0,15
138.94929695129395,6.0,9.0,115
149.96315097808838,6.0,9.0,184
161.95941400527954,6.0,9.0,313
174.23033714294434,6.0,9.0,396
185.0071201324463,6.0,9.0,504
196.94460201263428,6.0,9.0,670
208.09116005897522,6.0,9.0,860
218.82646298408508,6.0,9.0,1069
229.52259016036987,6.0,9.0,1392
242.30953001976013,6.0,9.0,2052
252.73635911941528,6.0,9.0,2788
265.50267601013184,6.0,9.0,3497
276.13905811309814,6.0,9.0,3995
291.2952661514282,6.0,9.0,4823
305.1009781360626,6.0,9.0,5534
317.71031403541565,6.0,9.0,6184
330.10028195381165,6.0,9.0,6479
342.5680160522461,6.0,9.0,6961
357.3009259700775,6.0,9.0,7401
372.52269196510315,6.0,9.0,7728
387.4290699958801,6.0,9.0,7730
397.4464919567108,6.0,9.0,7733
409.31570315361023,6.0,9.0,7737
421.7683141231537,6.0,9.0,7743
431.02714109420776,7.0,9.0,7745
445.4990360736847,7.0,9.0,7750
455.59612703323364,7.0,9.0,7753
470.3344609737396,7.0,9.0,7756
480.9472200870514,7.0,9.0,7758
491.287721157074,7.0,9.0,7762
503.80754017829895,7.0,9.0,7766
516.275199174881,7.0,9.0,7774
527.8821229934692,7.0,9.0,7775
539.1417450904846,7.0,9.0,7777
553.3439650535583,7.0,9.0,7782
566.3212201595306,7.0,9.0,7785
576.7449700832367,7.0,9.0,7787
591.2804939746857,7.0,9.0,7791
603.1394491195679,7.0,9.0,7798
618.1480050086975,7.0,9.0,7818
630.8004989624023,7.0,9.0,7873
644.9738790988922,7.0,9.0,7899
656.684653043747,7.0,9.0,7942
691.897411108017,7.0,9.0,7990
702.1307361125946,7.0,9.0,8010
717.3372130393982,7.0,9.0,8055
731.3557891845703,7.0,9.0,8100
743.2840950489044,7.0,9.0,8152
757.1662139892578,7.0,9.0,8200
771.8025510311127,7.0,9.0,8256
787.2921590805054,7.0,9.0,8340
802.5760111808777,7.0,9.0,8433
815.8561611175537,7.0,9.0,8555
832.5852520465851,7.0,9.0,8695
847.583948135376,7.0,9.0,8823
862.9918661117554,7.0,9.0,9015
878.1022741794586,7.0,9.0,9251
895.718747138977,7.0,9.0,9681
910.0130641460419,7.0,9.0,10211
921.2756471633911,7.0,9.0,10467
938.8313100337982,7.0,9.0,10977
956.9757080078125,7.0,9.0,11678
966.9822051525116,7.0,9.0,12064
982.0573461055756,7.0,9.0,12437
998.4751441478729,7.0,9.0,12714
1013.816339969635,7.0,9.0,12928
1024.0769441127777,7.0,9.0,13263
1038.195827960968,7.0,9.0,13726
1059.98517203331,7.0,9.0,14722
1075.3713710308075,7.0,9.0,15168
1089.6730489730835,7.0,9.0,15871
1106.0677070617676,7.0,9.0,16483
1123.279011964798,7.0,9.0,17002
1141.9193201065063,7.0,9.0,17456
1162.7569341659546,7.0,9.0,17988
1191.1143209934235,7.0,9.0,18355
1218.9848339557648,7.0,9.0,19050
1242.8753690719604,7.0,9.0,19685
1269.0706610679626,7.0,9.0,20062
1297.730365037918,7.0,9.0,20853
1324.5407049655914,7.0,9.0,21759
1350.0692620277405,7.0,9.0,22454
1374.8747160434723,7.0,9.0,23240
1398.4906749725342,7.0,9.0,24080
1427.3697440624237,7.0,9.0,24782
1454.3498749732971,7.0,9.0,25836
1480.562572002411,7.0,9.0,26871
1509.4138870239258,7.0,9.0,27608
1539.0897080898285,7.0,9.0,28673
1569.618327140808,7.0,9.0,29815
1600.4517550468445,7.0,9.0,30709
1634.9735350608826,7.0,9.0,31832
1666.6175560951233,7.0,9.0,32795
1701.023355960846,7.0,9.0,33763
1737.6772420406342,7.0,9.0,34796
2021.5570030212402,7.0,9.0,36160
2037.7059659957886,7.0,9.0,36162
2053.0104670524597,7.0,9.0,36164
2063.3409481048584,7.0,9.0,36167
2075.2317950725555,7.0,9.0,36171
2086.2268500328064,7.0,9.0,36174
2096.310446023941,7.0,9.0,36178
2107.037311077118,7.0,9.0,36182
2118.5706400871277,7.0,9.0,36184
2130.8481731414795,7.0,9.0,36190
2141.196524143219,7.0,9.0,36192
2152.9717271327972,7.0,9.0,36195
2169.3198890686035,7.0,9.0,36199
2184.732404947281,7.0,9.0,36201
2194.785562992096,7.0,9.0,36202
2205.5338220596313,7.0,9.0,36204
2215.674050092697,7.0,9.0,36206
2225.9348011016846,7.0,9.0,36210
2241.9283390045166,7.0,9.0,36213
2257.7161049842834,7.0,9.0,36216
2273.3287270069122,7.0,9.0,36219
2303.5940160751343,7.0,9.0,36220
2316.8543021678925,7.0,9.0,36226
2328.975275993347,7.0,9.0,36226
2346.3521201610565,7.0,9.0,36229
2364.8394141197205,7.0,9.0,36235
2375.8345670700073,7.0,9.0,36241
2386.05650305748,7.0,9.0,36241
2397.4663150310516,7.0,9.0,36243
2410.3765070438385,7.0,9.0,36245
2423.3594579696655,7.0,9.0,36247
2434.752398967743,7.0,9.0,36249
2446.7169830799103,7.0,9.0,36251
2461.6900629997253,7.0,9.0,36254
2474.5981481075287,7.0,9.0,36258
2487.000375032425,7.0,9.0,36262
2502.949793100357,7.0,9.0,36264
2522.118786096573,7.0,9.0,36270
2537.4914360046387,7.0,9.0,36274
2551.8465161323547,7.0,9.0,36278
2561.923704147339,7.0,9.0,36284
2573.264146089554,7.0,9.0,36286
2585.1434280872345,7.0,9.0,36289
2595.4206030368805,7.0,9.0,36292
2608.6140191555023,7.0,9.0,36296
2618.996066093445,7.0,9.0,36299
2630.2380990982056,7.0,9.0,36302
2640.4750549793243,7.0,9.0,36304
2654.6765570640564,7.0,9.0,36306
2665.968446969986,7.0,9.0,36308
2678.354099035263,7.0,9.0,36310
2689.4400420188904,7.0,9.0,36312
2701.0924429893494,7.0,9.0,36314
2712.1604809761047,7.0,9.0,36317
2722.6892371177673,7.0,9.0,36318
2765.335771083832,7.0,9.0,36319
2776.2736191749573,7.0,9.0,36320
2789.253947019577,7.0,9.0,36322
2800.2289731502533,7.0,9.0,36324
2815.1851539611816,7.0,9.0,36326
2829.2195961475372,7.0,9.0,36328
2842.689376115799,7.0,9.0,36330
2853.7613191604614,7.0,9.0,36332
2865.7337551116943,7.0,9.0,36334
2881.780107021332,7.0,9.0,36336
2894.195997953415,7.0,9.0,36338
2904.5695021152496,7.0,9.0,36340
2919.483370065689,7.0,9.0,36342
2930.7995731830597,7.0,9.0,36344
2942.6359400749207,7.0,9.0,36346
2956.567197084427,7.0,9.0,36348
2971.2479441165924,7.0,9.0,36350
2983.000463962555,7.0,9.0,36352
2995.283835172653,7.0,9.0,36354
3006.6494150161743,7.0,9.0,36356
3020.447875022888,7.0,9.0,36358
3033.6928720474243,7.0,9.0,36360
3046.9177939891815,7.0,9.0,36362
3058.4565131664276,7.0,9.0,36364
3070.550896167755,7.0,9.0,36366
3082.9603950977325,7.0,9.0,36368
3095.0376031398773,7.0,9.0,36370
3108.0576491355896,7.0,9.0,36374
3121.896758079529,7.0,9.0,36379
3134.343327999115,7.0,9.0,36381
3147.54847407341,7.0,9.0,36383
3159.9289751052856,7.0,9.0,36385
3172.7284541130066,7.0,9.0,36387
3184.206889152527,7.0,9.0,36389
3197.337677001953,7.0,9.0,36391
3208.7959611415863,7.0,9.0,36393
3221.89520406723,7.0,9.0,36395
3234.0663771629333,7.0,9.0,36397
3244.929409980774,7.0,9.0,36399
3255.673506975174,7.0,9.0,36401
3268.6480860710144,7.0,9.0,36403
3280.152270078659,7.0,9.0,36405
3291.1468980312347,7.0,9.0,36411
3303.7488820552826,7.0,9.0,36413
3315.900156021118,7.0,9.0,36415
3328.2224040031433,7.0,9.0,36417
3338.2570230960846,7.0,9.0,36418
3348.982982158661,7.0,9.0,36420
3359.057641029358,7.0,9.0,36422
3370.5338900089264,7.0,9.0,36423
3383.6857430934906,7.0,9.0,36425
3395.418986082077,7.0,9.0,36427
3405.568305015564,7.0,9.0,36429
3419.115322113037,7.0,9.0,36431
3432.070458173752,7.0,9.0,36434
3444.1389310359955,7.0,9.0,36436
3455.5451741218567,7.0,9.0,36438
3465.7823441028595,7.0,9.0,36441
3528.3980581760406,7.0,9.0,36442
3543.2704470157623,7.0,9.0,36445
3557.2380430698395,7.0,9.0,36453
3572.39400100708,7.0,9.0,36472
3587.2489581108093,7.0,9.0,36512
3600.021551132202,7.0,9.0,36547
3600.5567931209953,7.0,9.0,36569
