instance,R,N_nodes,M_base,A_R,m,VI_original,candidatos_estacao,vars,cons,cut_strategy,root_lp_base,root_lp_final,root_lp_gain,root_lp_values,cuts_by_round,violated_by_round,candidates_by_round,gain_by_round,cut_rounds_done,cut_stop_reason,cut_time_s,cuts_total,discard_stats_total,mipstart_file,mipstart_found,mipstart_used,mipstart_count,solution_file,selected_count,status,solcount,LI,LS,gap,runtime_mip_s,runtime_total_s,nodes,timelimit
hc9u.txt,1,512,4608,4608,128,256,512,5120,1536,none,,,,,,,,,0,disabled,0.0,0,{},,False,False,0,resultados_hall/mipstarts/hc9u_R1_mipstart.txt,42,9,10,31.0,42.0,0.2619047619047619,3600.029418269987,3600.06194961397,21047,True
