instance,R,N_nodes,M_base,A_R,m,VI_original,candidatos_estacao,vars,cons,cut_strategy,root_lp_base,root_lp_final,root_lp_gain,root_lp_values,cuts_by_round,violated_by_round,candidates_by_round,gain_by_round,cut_rounds_done,cut_stop_reason,cut_time_s,cuts_total,discard_stats_total,mipstart_file,mipstart_found,mipstart_used,mipstart_count,solution_file,selected_count,status,solcount,LI,LS,gap,runtime_mip_s,runtime_total_s,nodes,timelimit
hc9u.txt,1,512,4608,4608,128,256,512,5120,1566,hall_capacity_lp_guided,1.0,1.0,0.0,1;1;1,30;0,300;0,300;0,0;0,1,lp_gain_small,10.298866966972128,30,{'ok': 300},resultados_hall/mipstarts/hc9u_R1_mipstart.txt,True,True,42,,0,9,3,31.0,40.0,0.225,3600.0197624969296,3610.413147534011,17576,True
